content,label
Kasihan sekarang ada gofood jarak dekat yg di bayar cuma 5000blm nunggu di restonya lama atau tidakkadang antarnya sampai 3kilo lebihjujur kalau di hitung2 mana cukup yauang jajan anak aja lebih dari 5000saya rasa gojek tidak berperi kemanusiaan dehpancasila di abaikan oleh gojekyg pimpin gojek jg blm tentu hafal pancasila,2
banyak promonyaa,2
Oke bgt,2
sangat membantu,2
Aplilasi gojek tidak bisa di buka dan di gunakan,2
saya sebenrnya pelanggan gojek tp iklannya setiap detik muncul di hp sy sangat menggangu pihak gojek apakah saya harus uninstal aplikasi anda supaya iklan gojek tidak masuk lagi ke hp saya,0
Aplikasi ampas Masa habis pesan makanan pake promo Tapi keburu tutup rumah makan kartu promo hilang Rugi banget Minimal ngerti ekonomi pengguna Bay,0
Ok,2
Bagus cepat,0
Mantap,2
Ok,2
Mantap aplikasinya,2
Semoga semaki menjangkau ke Lamandau,2
bagus dan cepat,2
Sangat membantu,2
Ok banget aplikasinya,2
Selama saya pakai gojek bagus,2
Gopay ne maksud nya gimana ya Untuk apa di kasih limit pay later kalau gk bisa di gunakan Bayar gk pernah telat ehhh pay later nya gk bisa di pakek alias di blokir agak lain memang ini aplikasi ,0
Sangat membantu,2
ok,2
ok bgt,2
History pemakaian  Apakah ditanyakan ke puskesmas terdekat  Sebentarsebentar updatesebentar lagi update,0
Masih yg terbaik,2
Apk keren gojek dan banyak diskonnya sukses,2
Pokonya Mantappp,2
untuk wilayah berau masa dari tanjung redeb ke labanan gak adahadehhh cuman kotanya doangpdhl kita jga mau jalan keluar kota jga loh,0
Mantaaap,2
Assalamualaikum ka mengapa ngebug pdhl sdh versi terbaru saya jadi sulit menggunakan krna keperluan saya dulu gojek apk bgus saya tidak berpindh2 mengapa skrng jd sering ngebug pdhl kuota full dan tdk menggunakan wifi tlong segera dibenari skrng install pun lama pendftrn pun lama segera diperbaiki ini membuat saya tidk nyaman krna sush msuk untuk ke aplikasinya dan slalu kembali ke beranda kak trma ksh,0
Bagus,2
Tolonglah kasih driver yang jaraknya deket buset ini mah gua dapet drivernya setara indonesia  mekkah,0
Sangat membantu,2
Aman dan nyaman,2
Potongan terlalu tinggi bagi driver ,0
Sangat membantu sering sering Adain promo ya,2
Good,2
Mantaap bro,2
Update melulu,0
mentenen mulu ajggua mau beli pulsa masa gitu aja lamaaa,0
Recommended,2
Mantap,2
Maanntttaaabbssss,2
Nice,2
Mapnya tolong dibenerin ga sesuai arahannya Customer maupun drivernya jd sering bermasalah sy sering di Cancel secara sepihak krn problem ini Overall drivernya bagus gercep dan aplikasinya sudah bagus tp klo tidak didukung dengan system yg bagus akan rusak juga Terima kasih,2
Saya ngasih rating satu karena aplikasi gojek ini nyarinya terlalu lama bahkan ini nyarinya udh 10 menit Saya ini masih sekolah dan saya biasanya pake gojek suka terlambat karena ini gojek nyari drivernya lama banget ,0
Mantap,2
Baik,2
Sangat membantu,2
Tolong ini kenapa mau beli kuota ga bisa sih awalnya emang aku lupa sandi tp tetep ga bisa di bayar mana lagi buru buruayo dong tolong plis benerin jangan mempersulit padahal sebelum di update ga kek gini deh mana ga bisa di transfer bank pula lumayan banget uang yang di top up soalnya tapi ga bisa di pakai kecewa berat,0
ko setiap masuk gojek selalu nggk ada sinyal tolong perbaiki min,0
Cepat dan ramah,2
Ok la segini dulu,2
Ok,2
Ok,2
Terima kasih sangat membantu diasaat membutuhkan,2
Buat saya is the best dan banyak promonya dan ada sebagian promo gk bisa digunakansaran aja tolong donk kasih untuk login harian dan berhadiah poin atau hadiah lainnyaterima kasih,2
Gopinjaman tidak bisa dipakek percuma udh banyak top up,0
Saya kasih bintang 2 dulu karena setelah update aplikasi gopaylater saya tidak bisa lakukan transaksi padahal limit saya masih full dan sudah bayar tagihan tepat waktu Makin lama aplikasi makin ndak jelas Tolong dijelaskan kenapa,0
bagus,2
bunga gopay pinjam gede bener,2
Mtap,2
Pelayanan sangat baik,2
tepat waktu,2
Buka aplikasi gojek selalu gak bisa,0
Sangat membantu,2
Saya pengguna gojek dari 2016 kenapa tiba2 gopay later saya di blokir Klo sudah di perbaiki saya perbaiki juga bintangnya,0
mantap,2
Good,2
Good,2
Go pinjam sy dibekukan usaha sy jd macetpdhal tagihan angsuran sy tdk pernah bermasalahbused dah,0
Mantab,2
good job buat bapak gojek pelayanan yg baik khususnya bapak gojek yg baru saja anter saya ke stasiun dengan cepat,2
Sangat membantu sekali,2
Mohon untuk perusahaan atau pengembang agar responsif untuk komplainan pelanggan dan saran saya agar ada CS yang menelpon ketika ada komplain dari pelanggan,0
Mantab aplikasinya membantu,2
Ok,2
Okmantap Good Terbaik Goodluck for you yg buat gojek ini Yg sudah bagus jgn di utak atik lagi yaa Thank you verry verry much,2
Aplikasi GoFood dan DoCar sangat membantu,2
Untuk gopay later nya sdh naik limit smpe 33jt tpi tdk bisa di gunakan percuma jd anak sultan go club nyamalas pakai aplikasi ini lagitmbh lama semakin jelek,0
Mantap,2
mantap,2
Discount nya luar biasa biaya transportasi jadi hemat,2
Tolong kenapa gopaylatter gak pernah bisa di pake Padahal bayar gak pernah telat Percuma ngasih fasilitas GAK GUNAAA GAK MEMBANTUU,0
Rute goridere selalu di lewatin jln kecil banyak polisi tidur menghambat percalan menyebalkan,0
Ok,2
Ongkir gofood mahal najis jarak deket juga,0
Mantap,2
Penyelmat,2
Dikembangkan lagi apk nya,2
sya draver hampir 3 jam gk dikasih orderan tpi vendor yg bersama gojek sprti goflet selalu perioritas gak di baca komen saya,0
awalnya bintang 5 karena merasa puas sekarang saya kasih bintang 1 ganti management ya jadi ribet banget,0
Aplikasinya Bagus kok saya sering pake kalo mau berangkat sklah,2
sangat membantu banget,2
bgus,0
G bisa d buka ni susah aplikasi Gojek nya knp ya,2
Top,2
Sangat membantu dalam bidang transportasi dan kebutuhan sehari hari masyarakat indonesia,2
Kepada admin gojek  Saya mau tanya  kenapa akses gopay pinjam saya statusnya dalam pengecekan trus  sudah beberapa hari  Apakah ngebug ,2
Aplikasinya buruk Map nya suka bermasalah Ngebug,0
Mempermudah keperluan Yaa meski sekarang jatang bgt ada diskon nya,2
Rugi update app jd tambah ribet mau beli pulsa aj musti ke toko pelayanan tdk spt dulu gmn mengembalikan dpt setelan awal ya,0
promo gofood udah jarang potongan masing masing dr store dan gak bisa di gabungin promo dari toko sama promo voucher yg ada,0
Mantap,2
Oke,2
Jadi jelek fitur payleter tidak bisa dipakai,0
Baik orangnya,2
Pelayanan baik makasih,2
Seneng klu banyak discontnya,2
Kenapa gopaylater sy tidak dapat di gunakan padahal sy membayar tagihan sebelum jatuh tempo dan tidak ada tunggakan,2
Sangat terbantu dg aplikasi ini cuma hbis update kok gk bisa di buka jdi kacau pas mau pesan mental gk bisa,2
buruk,0
Pelayanan customer servis sangat buruk sudah 5 hari saya mengajukan pengembalian saldo gopay and then apa yang terjadi sampai sekarang saldo gopay saya tidak di return dengan alasan mereka menghubungi saya tapi sayanya tidak bisa di hubungi saya cek hp saya mana ngga ada mereka menghubungi saya,0
Hello admin Mau coba menyampaikan beberapa hal nih diantaranya 1 Semoga GoJek tetap akses buat siapapun 2 Tolong admin buat tema gelap buat aplikasi GoJek dan semoga aplikasi GoJek semakin berkembang dengan baik banyak peminatnya ya admin 3 Saya berharap untuk ukuran aplikasi jangan terlalu besar ya admin Terimakasih,2
Bagus,2
Sekarang semakin buruk apk ini para supir gojek terutama mobil selalu menolak pelanggan tp g mau mengcansel nya,0
Sangat bermanfaat,2
Enak murah,2
Sangat memuaskan dgn memakai gojek,2
MANTAP ,0
di gojek enk bnr jir naek motor pling murah juga mobil  mw nngss murah bgt njay mna klo tf atau topup gaada biaya admin we love you GOJEK 33,2
Paketnya ayam bakarnya enak mantul pokoknya,2
Dh masuk trs keluar sendiri,0
Trim,2
Suka bgtt pke ini dr 2015,2
Knp yah klo driver telpon ke saya gak ada pilihan buat ngangkat tlpnya Cuma bunyi doang,2
Setiap laporan masalah tidak pernah selesai sma CS nya PAYAH  Apa harus lapor ke media konsumen Apalagi masalah Cashback dan makanan tidak sesuai pasti ga pernah selesai masalahnya Tolong perbaiki lagi layanan anda terutama untuk Cs nya ga pernah menyelesaikan masalah binggung harus buat laporan seperti apa lagi supaya ditanggepin masalahnya,0
Apk ini bagus sangat membantu,2
Aneh pake paylater gojek juga gapernah telat bayar Kemarin bayar paylater langsung diblokir Lol,0
Alhamdulillah salama ini gojek selalu mengantarkan saya dengan selamat,2
Makin lemottt pas di buka,0
Bagus,2
Ok,2
Tidak pro siraellgbtkarya anak negeri,2
Aplikasi GoJek sangat bagus dan menarik Berguna untuk keperluan seharihari,2
ini kenapa gopaylater saya tidak bisa digunakan padahal sudah dapat limit sampai 21 juta kan sayang ngak bis pakai,0
ribet harus je shelter terdekat dlu kalau mau jemput drivernya ga ramah,0
mantap,2
Mahal diongkos,0
Gopay hilangpusat bantuan gk ngebantu sama sekali dari pagi di tungguin gak balik tu gopay,0
makin di updte makin parahbaru aja buka aplikasi malah keluar balik ga jelas banget,0
Sudah baikditingkatkan lagi pelayanannya baik driver sistem dan cs nya,2
Kurang simpel dan rumit cara memesan di aplikasi  Sinyal bagus tapi katanya jaringan eror,0
Bancaan GoPayLater tidak bisa dilunaskan sewaktu kita inginkan selalu bisanya bulan depan tgl 15 Pas mau bayar uang hasil buat bayar GoPayLater lari kepada kebutuhan Parah,0
Ini aplikasi ada2 aja drama nya tiba2 gopaylater di blokir laporan aja ga ada tanggapan help donk,0
Gojek apk nya jelek banget sekarang masa pin gopay saya salah terus udah ganti pin berapa kali gak bisa bisa walaupun bacaannya berhasil Gimana sih ini pake akun punya sendiri aja di ribed ribed,0
Mantap,2
Gotik apakah tak ada lagi,2
Ggak jelas apk nya udah isi gopay 50 k saldo nya ilang gara akun gak ke pake 3 bulan pas udah selesau verifikasi saldo ilang,0
Hello saya pengguna baru langganan plus gimana caranya saya pakai plus gofood saya sudah membeli langganan plus,0
Aplikasi yg memudahkan hidup,2
Mantapcepat tanggap dgn konsumen,2
Pas,2
sangat2 bagus kalau byk diskon hehe,2
Sistem gojek sekarang parah tidak seperti dulu,0
Sangat membantu,2
Good luck,2
Go tiket ilang kemana min,0
Ntap,2
Ok,2
Sangat memuaskan,2
Aplikasi tolol,0
Kren,2
Baguz,2
Memudahkan segalanya,2
Good Job,2
good,2
Nyaman dan banyak promonya,2
Haha malah di blokir GOPAY latter nya ngakak bayar ga pernah telat tiba2 di blokir ampas,0
Good,2
Padahal saya pelanggan setiap tapi tiba semua promo besar jadi hilang padahal di akun teman saya ada Chat juga tidak ditanggapi,0
Aplikasi nya makin kacau tiap buka ke beranda selalu nge bug atau kembali sendiri padahal sinyal bagus,0
Aplikasinya sangat apik sekaliibisa membuat aktivitas lebih mudah dengan adanya gojek Tapi terkadang ada sedikit kendala yang terjadi Tapi untung nya sudah teratasi Terimakasih gojek,2
harga lebih mahal dan driver gojek selalu cancel perjalanan,0
Aplikasi ini sangat bagus ,2
Ok,2
Sangat membantu ,2
Email saya tidak bisa masuk,0
Semua transaksi bisa dilakukan Lewat Group GoTo Mantap,2
Pelayanannya sangat baik dan semoga lebih ditingkatkan lagi Klo bisa pakai atribut jaket sesuai aplikator dan memakai pakaian yg rapi serta sepatu Terima kasih,2
Saya kasih bintang 5 tp tolong dong knp kalo buka apk gojek selalu keluar sendiri dari apk saya mau bepergian pake gojek jd gk bisa mohon bantuannya Terima kasih ,2
Sangat membantu,2
Transportasi yg mudah dan cepat saat di urgent,2
Sangat membantu Terima kasih,2
Good apk,2
Mantab,2
Jos,2
Baguus,2
gopaylater saya gak bisa di gunakan tiba tibasedangkan limit tersediamakin gak jelas,0
good,2
Bagus,2
Gosend layanan abal2 ksh promo plat 10 K tapi driver nolak berkali2lain kali gak usah bikin promo yg drivernya gak mau kerjasamamonyet ,0
Gojek makin oke,2
Limit gopay later sekarang makin kecil denda keterlambatan untuk 1 hari sebesar 50K limit gabisa dipakai untuk beli pulsadata  bagus yang sebelumnya Limit besar denda keterlambatan untuk 1 hari cuma 2K limit bisa dipakai untuk isi pulsadata,0
Baik dan cepat layanannya,2
Bagussss,2
Aplikasi gak bisa di buka,0
Gojek terbaik soalnya ,2
Bagusaman dan nyamanserta drivernya bagus Serasa diantar bpk sendiri,2
Saya bingung sering pakai tpi mengecewakanpesen makanan sudh diambil 30 menit lalu dichat dan telp driver ga ada respon aplikasi error Saya dirugikan pesanan lama pdhal nambah uang buat segera smpaiperbaiki sistemnya jawabnya juga lama sekali bantuan bad,0
Sllu puas pakai gojek,2
Gojek semakin terdepancepataman  terjangkauTOP ,2
Paylater terparah tiba2 gopaylater sy terblokir padahal bayar tepat waktu setelah melakukan pembayaran eh malah akun terblokir ada limit 3 jt gk bs kepake logika nya aneh,0
Aplikasinya susah dibuka eror terus kecewa,0
Mantap dah,2
Bagus,2
Sangat membantu,2
Knpa gopaylater saya gk bisa di pake percuma ada limit nya,2
Membantu sekali dlm pengiriman usaha kecil kami yg berada di 2 lokasi yg lumayan cukup jauh antara rumah store 1  store 2,2
baik santai dan halus ,2
saran buat gojek nih ya tolong dong di ada in seluruh Indonesia biar enak perjalanan nya,0
DUIT HILANG,0
Sudah nyoba berkali kali gopaylatter  gopay pinjam selalu gagal trus knp sih gajelas,0
Amanah,2
Kadang lama datang nya,2
Sngt baik se cuma sdikt hrus di perbaikim sja,2
Yg penting drivernya ramah dan sabar aja sih udah oke,2
3 menit golek sama Dengan 45 menit,0
Lebih cepat respon aplikasinya,2
Aplikasi gojekny gak bisa di buka,2
Wokeee,2
Urusan perjalanan dan pengiriman jd mudahterima kasih gojek,2
Ok,2
Sangat membantu masyarakat Indonesia,2
Top,2
Call center dengan tarif mahal,0
Cukup puas,2
Tolong di perbaiki ya Banyak laporan customer kalau aplikasi dari gojekselalu mencari Dreverdan juga aplikasi sayasudah saya ondari gojek nya bilang anda tidak sedang onoff ,0
Sayang teman,2
Tiap top up pake di tanya pake perangkat lain Isi nunggu kode otp yang ga masuk,0
Atw sx3xca ,0
Mau membatalkan pesanan eh malah suruh chat sama CS bot udah berkali2 ngajuin pembatalan tapi ngga dihubung2kan dengan CS manusia akun resto fake dan clonning restonya mah ada tapi akun yg saya order itu clonningan dr orang tak bertanggung jawab gimana cara jelasinnya kalo yang saya hadapi CS bot Nggak ada dana buat bayar admin CS,0
Sangat memuaskan,2
Aneh sama aplikasi gojek kalau setiap jam 3 pagi dpt driver jauh  jauh,0
Semakin lama semakin aneh Udah ga ada sama sekali promo di aplikasi ku udah coba nanya ke CS malah bot yg jawab,0
Tiap chat driver atau restoran selalu ceklis satupadahal sinyal bagus,0
Best app ever sangat membantu disaat lapar,2
Saya lagi cari driver padahal di peta ada driver gocar dekat tp kok tetap ga dapetdapet driver seharusnya driver yang dekat dengan saya merespon,0
tidak bisa meng cancel pesanan padahal resto yang tutup kasian driver nya sudah ter ganti,0
Minim promo gofood nya kebanyakan bersyarat Kalah sama aplikasi si orange food,0
Pesen gofood prosedurnya rumit dan lamamengabari restoresto menyiapkan pesananproses nya ada 30 menit habis itu nyari drivertotal bisa 1 jam an meski jarak rsto cuma 100 m kalau kamu bilang ini demi peningkatan kualitas layanan itu bohong besarkenyataannya siap siap kehilangam costumer karena orang pesen gojek karena pengem praktis kalau prosedurnya rumit dan lama mending datang langsung ke warung paham nggaksiap siap ditinggal apk sebelah yg masih pakaincara lama tapi cepet,0
kan baru saya instal apl nyaa kok ada tulisan apl eror kakkk udah 3 kali ttp apl eror,0
Saya driver Gojek saya mengeluh orderan yg saya dapat sulit sekali dalam 1 minggu saya cuma dapat 1 order Bagaimana ini Sejak pembaruan dimana sistem saldo dijadikan 1 yaitu Gopay saja,2
Mantap driver ramah,2
Sangat bagus,2
sangat membantu,2
Ok,2
Tiap kali transaksi selalu muncul oops ada sedikit gangguan mau komplain gaada livechat isinya panduan semua gaada solusi,0
Baguss bgt tapi apa harus pake otp hrsnya pin kode aja ,2
Mantaap,2
Sederhana dan Mudah dipahami,2
Sejauh ini sgt membantu,2
Ok,2
Saya kasih 5 lagi,2
Kenapa saya mau ganti nomor selalu tidak bisa ,0
good,2
Sangat baik,2
Top,2
Bagus,2
THE BEST,2
mantab,2
Bagustingkatkan lagi,2
Apk aneh driver songong Udah gitu kalo hujan lama bgt nyarinya,0
driver 5000 nyebelin emank bukan pake akun ini ordernya tapi kan ngeselinminta tips koq maksa pengemis aja ga segitunya,0
MENGAPA PUNYA SAYA GABISA PASANG PROMOGOJEK GAJELASMAU NYA BIAR HEMAT MALAH RUGI,0
Mantab,2
Oke masih bisa dijadikan pilihan,2
APLIKASI RUSAK,0
APA APANN SAYA IKUT DAN BAYAR PAKAI UANG BUAT DAPATKAN GRATIS ONGKIR MALAH DI GETOK 15RB  KOCAKK SUDAH BAYAR DI SURUH BAYAR LAGI DASAR TIDAK BERGUNA BALIKIN UANG GOFOODPLUS SAYAA,0
Sangat bagus,2
Udah diajukan banding tetap ditolak Ini nomor gak pernah penyalahgunaan aplikasi malah dituduh Fixed kalian memang gak berguna,0
Alhamdulilah semenjak pake apk gojek gada kendala di apk maupun ojol nyakarena lamcar semua dan thebest bgt sii semoga makin sukses apk gojekAamiin ojol nya ramah bgt stiap mesen ga kea di apk sebelah,2
Tepat waktu,2
Suka,2
Sudah ada fitur gopay later  gopay pinjam nya Aplikasi gojek Keren ada kemajuan Fiturfiturnya benarbenar bermanfaat ,2
Oke,2
Gosendnya busukkk,0
Masalah teroecahkan,2
Mana promonya niy saya pelanggan go ride,0
Tiba2 gopay later gua di blokir pdhl gk prnh tlt byr mnding uninstall aja,0
Topjods,2
Ga jelas main blokir sepihak,0
puas,2
Sejak GoPay aplikasi tersendiri disitulah terasa sulit jangan ganti manajemenpimpinan ganti pula kebijakan seperti kementerian pendidikan bae kebijakan gonta ganti,0
exellent,2
Kenapa setelah update saya tidak bisa mengkoneksikan my Telkomsel ke gojek untuk isi pulsa padahal sebelum update aplikasi selalu lancar sekali Ini setiap terhubung ditulis sinyal internet saya offline padahal online dan sinyal sangat kuat Setelah coba berkali kali malah semakin tidak bisa Tolong diperhatikan lagi Kalau begini percuma saya isi saldo gopay Karena saya hanya memakai untuk pembayaran saja untuk transportasi tidak terlalu saya butuhkan disini karena daerah kami belum ada gojek,0
Mantap,2
Draovernya ramah,2
saya baru saja memasukkan promo GORIDEAJA dan disitu tertulis kalau voucher saya dapat digunakan dan ketika sy membuka halaman voucher tidak ada voucher goride yg muncul,0
sangat membantu,2
Memuaskan,2
Mantap,2
Ok,2
Memnudahkan dlm berkendara,2
Lama dapet driver lol,0
Matap,2
Terimakasih layanannya cepat n murah,2
Mantap,2
Good,2
The best,2
Hu 6y,2
